Timestamp,Gender,Faculty,Business Program,Bachelor  Academic Year in EU,H.S.C or Equivalent study medium,S.S.C (GPA),H.S.C (GPA),Did you ever attend a Coaching center?,Coaching center name,Benifits you received from the coaching center,1st Year Semester 1,1st Year Semester 2,1st Year Semester 3,2nd Year Semester 1,Regular/Irregular,Classes are mostly,Area of Evaluation [Department provides comprehensive guidelines to the students in advance by means of a brochure/handbook    ],Area of Evaluation [Department ensures a conducive learning environment],Area of Evaluation [Academic decisions are taken with fairness and transparency],Area of Evaluation [	Academic calendar is maintained properly],Area of Evaluation [Results are published timely in compliance with the ordinance],Area of Evaluation [Students’ opinion regarding academic and extra-academic matters are addressed properly],Area of Evaluation [Student feedback process is in practice],Area of Evaluation [Website is informative and updated properly],Area of Evaluation [Curriculum load is optimum and induces no pressure],Area of Evaluation [Courses in the curriculum from lower level to higher are properly arranged],Area of Evaluation [Teaching strategies are clearly stated in the curriculumsparency],Area of Evaluation [Assessment strategies are clearly stated in the curriculum ],Item [Teaching-learning is interactive and supportive ],Item [	Class size is optimum for interactive teaching learning],Item [	Modern devices are used to improve teaching-learning process],Item [Diverse methods are used to achieve learning objectives ],Item [Lesson plans/course outlines are provided in advance to the students ],Item [	All about assessment system are duly communicated to students on the commencement of the term/semester],Item [Assessment system meets the objectives of the course],Item [Diverse methods and tools are used for assessment.],Item [Assessment feedback is provided to the students immediately.],Item [The questions of examinations reflect the content of the course.],"Item [	Both formative (quizzes, assignments, term papers, continuous assessments, presentations etc.) and summative assessment (final examination only) strategies are followed.]",Item [Admission policy ensures entry of quality students.],Item [Admission procedure is quite fair],Item [Sincerity and commitment of the students exist to ensure desired progress and achievement.],Item [Overall classroom facilities are suitable for ensuring effective learning.],Item [Laboratories facilities are suitable for practical teaching-learning and research],Item [The library has adequate up-to-date reading and reference materials to meet the academic & research needs ],Item [Internet facilities with sufficient speed are available],Item [Adequate indoor and outdoor medical facilities are available],Item [Adequate indoor and outdoor game facilities are available],Item [Existing gymnasium facilities are good enough],Item [Adequate safety measures are available],Item [There is an arrangement to provide guidance and counseling. ],Item [Mentoring is done to take care of the students],Item [Scholarships/ grants available to students in case of hardship],Item [Students are encouraged to involve in co- curricular and extra-curricular activities],Item [Alumni are organized and supportive.],Item [Supporting staff are adequate and co-operative],Item [There are opportunities to get involve with community services],Item [The department has a research and development policy ],Item [Mechanism exists for engaging the students in research and development],"Item [Research findings in the form of theses, publications and monographs are properly used in current teaching-learning]",Item [The department has a community service policy ],Q1 [What was your expectation about the University as related to quality of education?],Q2 [What was your expectation about the University as related to quality of Faculty?],Q3 [What was your expectation about the University as related to quality of resources?],Q4 [What was your expectation about the University as related to quality of learning environment?],Q5 [To what extent your expectation was met?],Q6 [What are the best aspects of the program?],"Q7. In your opinion,the best aspect of the program is","Q8. In your opinion,the next best aspect of the program is",What aspects of the program could be improved?,Do you feel that the quality of education improved at EU over the last year?,Do you feel that the image of the University improved over the last year?
2016-02-16 13:30:00,Male,Business,BBA,3rd Year,Bangla Medium,3.38,4.4,No,ucc,It prepared me better for the exam,2.95,3.1,3.2,3.28,0.0,Lecture based,4.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-02-16 13:39:00,Male,Business,BBA,3rd Year,Bangla Medium,4.25,3.2,No,ucc,It prepared me better for the exam,3.18,3.32,3.34,3.4,0.0,Lecture based,4.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,Faculty,Overall learning environment,Resources,Yes,Yes
2016-02-16 13:43:00,Male,Business,BBA,4th Year,Bangla Medium,3.56,4.4,Yes,Vojon Academi,"It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",3.38,3.21,3.3,3.3,0.0,Lecture & Discussion,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,Faculty,Overall learning environment,Faculty,Yes,Yes
2016-02-16 13:51:00,Male,Business,BBA,4th Year,Bangla Medium,4.88,4.4,No,ucc,It prepared me better for the exam,3.45,3.44,3.39,3.37,0.0,Lecture & Discussion,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Faculty,Teaching/Learning,Faculty,Yes,Yes
2016-02-16 13:51:00,Female,Business,BBA,4th Year,Bangla Medium,4.88,4.4,No,ucc,It prepared me better for the exam,3.78,3.7,3.63,3.63,0.0,Lecture & Discussion,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,Faculty,Resources,Teaching/Learning,No,No
2016-02-16 13:53:00,Male,Business,BBA,4th Year,Bangla Medium,3.13,3.0,No,ucc,It prepared me better for the exam,2.23,2.44,2.53,2.51,0.0,Lecture based,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,Faculty,Faculty,Faculty,Yes,Yes
2016-02-16 13:54:00,Female,Business,BBA,4th Year,Bangla Medium,4.0,4.1,No,ucc,It prepared me better for the exam,3.0,2.97,2.53,2.44,0.0,Lecture & Discussion,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,Faculty,Faculty,Overall learning environment,Yes,Yes
2016-02-16 13:54:00,Male,Business,BBA,4th Year,Bangla Medium,3.87,3.54,No,ucc,It prepared me better for the exam,1.82,2.35,2.44,2.46,0.0,"Lecture,Discussion & Practical Lab",2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,Faculty,Faculty,Overall learning environment,No,Yes
2016-02-16 14:01:00,Female,Business,BBA,4th Year,Bangla Medium,4.25,4.7,Yes,E hauqe,It improved my understanding of subject matter,3.52,3.25,3.23,3.15,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,Teaching/Learning,Faculty,Resources,No,No
2016-02-16 14:01:00,Female,Business,BBA,4th Year,Bangla Medium,4.1,4.13,No,ucc,It prepared me better for the exam,3.35,3.11,3.07,3.15,0.0,Lecture & Discussion,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,Faculty,Overall learning environment,Overall learning environment,Yes,Yes
2016-02-16 14:02:00,Male,Business,BBA,4th Year,Bangla Medium,3.69,3.9,No,ucc,It prepared me better for the exam,2.13,2.17,2.51,2.49,0.0,Lecture based,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,Faculty,Faculty,"Faculty, Other",Yes,Yes
2016-02-16 14:03:00,Female,Business,BBA,4th Year,Bangla Medium,4.63,4.3,Yes,Uniaid coaching center,"It improved my understanding of subject matter, It increased my desire to learn",3.24,3.31,3.31,3.39,0.0,Lecture & Discussion,4.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,Other,Overall learning environment,Teaching/Learning,Yes,Yes
2016-02-16 14:04:00,Female,Business,BBA,4th Year,Bangla Medium,3.81,4.3,Yes,Saifurs,It prepared me better for the exam,3.78,3.64,3.66,3.68,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,Faculty,Overall learning environment,Overall learning environment,Yes,Yes
2016-02-16 14:05:00,Female,Business,BBA,4th Year,Bangla Medium,4.81,4.4,Yes,sohid coaching,It prepared me better for the exam,3.88,3.8,3.76,3.74,0.0,"Lecture,Discussion & Practical Lab",5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,Faculty,Faculty,Overall learning environment,No,No
2016-02-16 14:05:00,Female,Business,BBA,2nd Year,Bangla Medium,3.69,4.4,No,ucc,It prepared me better for the exam,3.25,2.92,2.86,2.8,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,Faculty,Teaching/Learning,"Teaching/Learning, Overall learning environment",No,Yes
2016-02-16 14:07:00,Male,Business,BBA,4th Year,Bangla Medium,3.19,4.3,No,ucc,It prepared me better for the exam,4.0,3.88,3.8,3.81,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,Teaching/Learning,Overall learning environment,Overall learning environment,Yes,Yes
2016-02-16 14:07:00,Male,Business,BBA,2nd Year,Bangla Medium,3.96,4.1,Yes,Sanjays Coaching Center,It improved my understanding of subject matter,3.73,3.61,2.95,2.92,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-02-16 14:08:00,Male,Business,BBA,2nd Year,Bangla Medium,4.39,4.2,No,ucc,It prepared me better for the exam,3.8,3.64,3.41,3.28,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Teaching/Learning,No,Yes
2016-02-16 14:09:00,Male,Business,BBA,2nd Year,Bangla Medium,5.0,3.4,No,ucc,It prepared me better for the exam,2.48,2.3,2.17,2.52,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,Teaching/Learning,Teaching/Learning,Faculty,Yes,Yes
2016-02-16 14:23:00,Female,Business,BBA,4th Year,Bangla Medium,5.0,4.8,Yes,"UCC , N.k Accounting center","It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",3.93,3.88,3.8,3.81,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,Faculty,Teaching/Learning,Faculty,Yes,Yes
2016-02-16 14:26:00,Female,Business,BBA,4th Year,English Medium,4.0,3.0,Yes,"Cephalong coaching centre, academia","It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",4.0,3.88,3.8,3.81,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,Faculty,Faculty,Resources,Yes,Yes
2016-02-16 14:27:00,Male,Law,BBA,2nd Year,Bangla Medium,4.44,5.0,No,ucc,It prepared me better for the exam,3.18,3.08,3.0,2.8,0.0,Lecture & Discussion,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,Teaching/Learning,Teaching/Learning,Teaching/Learning,Yes,Yes
2016-02-16 14:49:00,Male,Business,BBA,2nd Year,Bangla Medium,4.69,3.3,No,ucc,It prepared me better for the exam,3.33,3.14,3.23,3.22,0.0,Lecture & Discussion,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,Faculty,Overall learning environment,Overall learning environment,Yes,Yes
2016-02-16 15:06:00,Male,Business,BBA,4th Year,Bangla Medium,5.0,4.6,Yes,Udvash,It increased my desire to learn,3.75,3.7,3.77,3.73,0.0,Lecture based,4.0,4.0,2.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,Faculty,Teaching/Learning,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,No
2016-02-16 15:09:00,Male,Business,BBA,3rd Year,Bangla Medium,4.88,4.9,Yes,Uniaid Coaching Center,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",4.0,3.88,3.8,3.81,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,Teaching/Learning,Overall learning environment,Resources,Yes,Yes
2016-02-16 15:15:00,Male,Business,BBA,4th Year,Bangla Medium,4.44,3.9,No,ucc,It prepared me better for the exam,1.75,1.94,2.53,2.48,0.0,Lecture based,4.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,Teaching/Learning,Faculty,"Faculty, Resources, Teaching/Learning",Yes,No
2016-02-16 15:19:00,Male,Business,BBA,3rd Year,Bangla Medium,4.5,4.8,Yes,peragon,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter",3.05,3.18,3.11,2.98,0.0,Lecture & Discussion,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,Teaching/Learning,Overall learning environment,"Faculty, Resources, Teaching/Learning, Overall learning environment, Other",Yes,Yes
2016-02-16 15:22:00,Male,Business,BBA,3rd Year,Bangla Medium,4.19,3.6,Yes,ucc,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",2.63,2.52,2.42,2.22,0.0,Lecture & Discussion,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes
2016-02-16 15:36:00,Female,Business,BBA,2nd Year,Bangla Medium,5.0,5.0,Yes,paragon coaching center,"It prepared me better for the exam, It allow me to make good friends",4.0,3.88,3.8,3.81,0.0,Lecture & Discussion,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,Teaching/Learning,Overall learning environment,"Faculty, Resources",No,Yes
2016-02-16 15:36:00,Male,Business,BBA,2nd Year,Bangla Medium,5.0,5.0,Yes,saifurs,"It prepared me better for the exam, It improved my GPA Score",3.93,3.61,3.48,3.48,0.0,Lecture & Discussion,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,Teaching/Learning,Overall learning environment,Resources,Yes,Yes
2016-02-16 15:37:00,Male,Business,BBA,2nd Year,Bangla Medium,5.0,4.8,Yes,paragon,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",3.7,3.54,3.48,3.48,0.0,Lecture & Discussion,5.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,Faculty,Resources,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,Yes
2016-02-16 15:39:00,Male,Business,BBA,2nd Year,Bangla Medium,3.93,3.65,Yes,paragon coaching center,"It prepared me better for the exam, It improved my understanding of subject matter, It allow me to make good friends",2.93,2.04,2.81,2.29,0.0,Lecture & Discussion,4.0,3.0,2.0,4.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Overall learning environment,Teaching/Learning,No,Yes
2016-02-16 15:44:00,Male,Business,BBA,4th Year,Bangla Medium,3.86,3.5,No,ucc,It prepared me better for the exam,2.04,1.94,2.09,2.22,0.0,Lecture & Discussion,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,Faculty,Teaching/Learning,Teaching/Learning,Yes,Yes
2016-02-16 15:54:00,Male,Business,BBA,2nd Year,Bangla Medium,3.88,3.6,Yes,E Hoque,It improved my understanding of subject matter,1.9,1.94,2.09,2.22,0.0,Lecture based,4.0,4.0,5.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,Teaching/Learning,Teaching/Learning,Overall learning environment,Yes,Yes
2016-02-16 15:58:00,Male,Business,BBA,2nd Year,Bangla Medium,4.25,3.6,No,ucc,It prepared me better for the exam,3.35,3.31,3.22,3.19,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,Faculty,Teaching/Learning,"Resources, Teaching/Learning, Overall learning environment",Yes,Yes
2016-02-16 15:58:00,Male,Business,BBA,2nd Year,Bangla Medium,4.69,3.8,No,ucc,It prepared me better for the exam,3.05,2.61,2.73,3.0,0.0,Lecture & Discussion,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes
2016-02-16 16:05:00,Female,Business,BBA,3rd Year,Bangla Medium,4.5,4.7,Yes,UCC,It prepared me better for the exam,2.95,3.13,3.06,3.06,0.0,Lecture & Discussion,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,Teaching/Learning,Teaching/Learning,Teaching/Learning,No,Yes
